Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:30,52373,6,30
아시아나항공,06:40,52373,6,40
대한항공,07:00,99153,7,0
제주항공,07:40,33221,7,40
티웨이항공,07:55,41017,7,55
아시아나항공,07:55,56950,7,55
이스타항공,08:10,34577,8,10
아시아나항공,08:20,56950,8,20
이스타항공,08:30,34577,8,30
티웨이항공,08:45,35424,8,45
아시아나항공,08:45,56950,8,45
이스타항공,08:50,34577,8,50
이스타항공,09:05,34577,9,5
대한항공,09:10,99153,9,10
아시아나항공,09:20,56950,9,20
에어부산,09:40,38814,9,40
아시아나항공,09:40,119323,9,40
제주항공,09:45,41865,9,45
이스타항공,09:50,37628,9,50
아시아나항공,09:50,58136,9,50
티웨이항공,10:00,37289,10,0
대한항공,10:10,99153,10,10
아시아나항공,10:20,58136,10,20
제주항공,10:35,41865,10,35
제주항공,10:50,41865,10,50
티웨이항공,11:05,41017,11,5
대한항공,11:10,99153,11,10
제주항공,11:15,41865,11,15
이스타항공,11:35,41356,11,35
티웨이항공,11:35,44238,11,35
제주항공,11:40,41865,11,40
대한항공,11:40,99153,11,40
대한항공,12:00,99153,12,0
제주항공,12:05,42034,12,5
아시아나항공,12:10,58136,12,10
티웨이항공,12:15,44238,12,15
제주항공,12:20,46272,12,20
아시아나항공,12:35,58136,12,35
티웨이항공,12:45,44238,12,45
이스타항공,12:45,44577,12,45
대한항공,12:50,160339,12,50
이스타항공,13:00,48306,13,0
대한항공,13:00,99153,13,0
에어부산,13:10,38814,13,10
제주항공,13:25,50509,13,25
티웨이항공,13:30,47967,13,30
이스타항공,13:30,48306,13,30
제주항공,14:00,63560,14,0
이스타항공,14:45,57119,14,45
이스타항공,14:55,57119,14,55
제주항공,15:00,59323,15,0
티웨이항공,15:05,58814,15,5
대한항공,15:10,99153,15,10
대한항공,15:20,99153,15,20
대한항공,15:40,99153,15,40
티웨이항공,15:50,62204,15,50
아시아나항공,15:55,81695,15,55
대한항공,16:10,99153,16,10
에어부산,16:20,57628,16,20
티웨이항공,16:20,65424,16,20
제주항공,16:25,63729,16,25
아시아나항공,16:25,81695,16,25
대한항공,16:40,99153,16,40
아시아나항공,17:00,81695,17,0
대한항공,17:00,99153,17,0
티웨이항공,17:05,65424,17,5
제주항공,17:20,64916,17,20
아시아나항공,17:20,81695,17,20
이스타항공,17:35,62373,17,35
아시아나항공,17:40,88475,17,40
제주항공,17:50,67797,17,50
이스타항공,18:05,62373,18,5
대한항공,18:05,99153,18,5
대한항공,18:15,99153,18,15
이스타항공,18:25,62373,18,25
제주항공,18:40,67797,18,40
아시아나항공,19:00,93051,19,0
대한항공,19:00,99153,19,0
티웨이항공,19:25,70000,19,25
아시아나항공,19:30,88475,19,30
이스타항공,19:45,67628,19,45
아시아나항공,19:50,81695,19,50
대한항공,19:50,99153,19,50
티웨이항공,19:55,65424,19,55
에어부산,20:00,68814,20,0
제주항공,20:00,73051,20,0
아시아나항공,20:20,88475,20,20
이스타항공,20:25,79323,20,25
티웨이항공,20:30,65424,20,30
대한항공,20:30,99153,20,30
제주항공,20:50,63560,20,50
아시아나항공,20:50,81695,20,50
대한항공,20:50,99153,20,50
아시아나항공,20:55,65594,20,55
제주항공,21:05,60509,21,5
대한항공,21:05,99153,21,5
제주항공,21:10,63560,21,10
아시아나항공,21:10,81695,21,10
이스타항공,21:15,62373,21,15
제주항공,21:20,63560,21,20
