Name,depart_time,price,depart_time_hour,depart_time_minute
에어부산,10:00,93729,10,0
에어부산,11:00,87119,11,0
아시아나항공,11:00,151695,11,0
에어부산,13:00,68306,13,0
아시아나항공,13:00,151695,13,0
에어부산,14:00,72034,14,0
아시아나항공,14:00,151695,14,0
에어부산,15:00,72034,15,0
아시아나항공,15:00,151695,15,0
에어부산,16:00,75763,16,0
아시아나항공,16:00,151695,16,0
에어부산,17:00,75763,17,0
아시아나항공,17:00,151695,17,0
에어부산,18:00,87119,18,0
아시아나항공,18:00,151695,18,0
에어부산,19:00,87119,19,0
아시아나항공,19:00,151695,19,0
에어부산,20:00,87119,20,0
아시아나항공,20:00,151695,20,0
에어부산,21:00,87119,21,0
아시아나항공,21:00,151695,21,0
