Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,43729,6,5
제주항공,06:15,46441,6,15
티웨이항공,06:20,42373,6,20
아시아나항공,06:25,43729,6,25
제주항공,06:25,46441,6,25
아시아나항공,06:40,58306,6,40
대한항공,06:40,126441,6,40
에어부산,06:55,49323,6,55
티웨이항공,07:00,48814,7,0
제주항공,07:00,54916,7,0
에어부산,07:20,49323,7,20
대한항공,07:20,126441,7,20
아시아나항공,07:25,67289,7,25
제주항공,07:40,59323,7,40
아시아나항공,07:55,79323,7,55
대한항공,08:00,126441,8,0
티웨이항공,08:15,57289,8,15
아시아나항공,08:20,93899,8,20
대한항공,08:30,126441,8,30
제주항공,09:00,82373,9,0
대한항공,09:00,126441,9,0
대한항공,09:20,126441,9,20
제주항공,09:25,73051,9,25
티웨이항공,09:45,57289,9,45
아시아나항공,09:50,104068,9,50
대한항공,10:05,126441,10,5
아시아나항공,10:15,93899,10,15
아시아나항공,10:40,104068,10,40
대한항공,10:40,126441,10,40
대한항공,11:05,126441,11,5
아시아나항공,11:15,79323,11,15
에어부산,11:25,57797,11,25
제주항공,11:35,60509,11,35
티웨이항공,11:45,53051,11,45
아시아나항공,11:50,77967,11,50
제주항공,12:15,59323,12,15
아시아나항공,12:20,77967,12,20
대한항공,12:20,126441,12,20
대한항공,12:30,126441,12,30
제주항공,12:40,54916,12,40
티웨이항공,12:50,53051,12,50
대한항공,12:50,126441,12,50
대한항공,13:10,126441,13,10
제주항공,13:15,54916,13,15
티웨이항공,13:20,53051,13,20
제주항공,13:30,50678,13,30
대한항공,13:40,126441,13,40
대한항공,13:50,126441,13,50
아시아나항공,14:00,60170,14,0
아시아나항공,14:05,60170,14,5
아시아나항공,14:25,58306,14,25
티웨이항공,14:35,48814,14,35
대한항공,14:35,126441,14,35
제주항공,14:40,52034,14,40
대한항공,14:45,126441,14,45
에어부산,14:55,49323,14,55
아시아나항공,14:55,58306,14,55
아시아나항공,15:05,58306,15,5
티웨이항공,15:15,48814,15,15
제주항공,15:25,50678,15,25
제주항공,15:45,50678,15,45
아시아나항공,15:45,60170,15,45
아시아나항공,15:55,67289,15,55
대한항공,16:00,126441,16,0
제주항공,16:05,54916,16,5
대한항공,16:40,126441,16,40
제주항공,16:55,64746,16,55
티웨이항공,17:25,57289,17,25
아시아나항공,17:50,67289,17,50
티웨이항공,18:10,53051,18,10
에어부산,18:10,53560,18,10
제주항공,18:15,60509,18,15
대한항공,18:20,126441,18,20
티웨이항공,18:25,53051,18,25
아시아나항공,18:25,67289,18,25
아시아나항공,18:45,67289,18,45
티웨이항공,18:50,61526,18,50
대한항공,18:50,126441,18,50
아시아나항공,18:55,111017,18,55
제주항공,19:05,64746,19,5
대한항공,19:10,126441,19,10
아시아나항공,19:20,120848,19,20
제주항공,19:35,74407,19,35
대한항공,20:00,126441,20,0
대한항공,20:30,126441,20,30
아시아나항공,21:20,120848,21,20
