Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,50509,6,5
이스타항공,06:10,41017,6,10
이스타항공,06:15,41017,6,15
제주항공,06:15,42204,6,15
티웨이항공,06:20,41017,6,20
제주항공,06:25,42204,6,25
아시아나항공,06:25,50509,6,25
대한항공,06:40,97289,6,40
아시아나항공,06:40,120509,6,40
이스타항공,06:50,44238,6,50
에어부산,06:55,37628,6,55
티웨이항공,07:00,44238,7,0
제주항공,07:00,50678,7,0
에어부산,07:20,37628,7,20
티웨이항공,07:20,41017,7,20
대한항공,07:20,97289,7,20
아시아나항공,07:25,120509,7,25
제주항공,07:40,82543,7,40
에어부산,07:45,67628,7,45
아시아나항공,07:55,104068,7,55
이스타항공,08:10,73051,8,10
티웨이항공,08:15,82204,8,15
아시아나항공,08:20,120509,8,20
대한항공,10:40,138645,10,40
에어부산,11:25,75085,11,25
제주항공,11:35,82543,11,35
티웨이항공,11:45,80678,11,45
이스타항공,11:50,79492,11,50
아시아나항공,11:50,120509,11,50
제주항공,12:15,82543,12,15
아시아나항공,12:20,93729,12,20
제주항공,12:40,60509,12,40
티웨이항공,12:50,51695,12,50
이스타항공,12:55,52712,12,55
대한항공,13:10,97289,13,10
이스타항공,13:15,52712,13,15
제주항공,13:15,54916,13,15
티웨이항공,13:20,47119,13,20
대한항공,13:20,97289,13,20
이스타항공,13:25,48306,13,25
제주항공,13:30,52034,13,30
대한항공,13:50,97289,13,50
아시아나항공,14:00,77967,14,0
아시아나항공,14:05,51865,14,5
아시아나항공,14:25,50509,14,25
티웨이항공,14:35,41017,14,35
이스타항공,14:35,41017,14,35
제주항공,14:40,42204,14,40
에어부산,14:55,33899,14,55
아시아나항공,14:55,50509,14,55
아시아나항공,14:55,116272,14,55
대한항공,15:00,97289,15,0
아시아나항공,15:05,51865,15,5
티웨이항공,15:15,37628,15,15
대한항공,15:20,97289,15,20
제주항공,15:25,39153,15,25
이스타항공,15:40,37628,15,40
제주항공,15:45,38136,15,45
아시아나항공,15:45,67289,15,45
이스타항공,15:55,37628,15,55
아시아나항공,15:55,50509,15,55
대한항공,16:00,97289,16,0
제주항공,16:05,38136,16,5
이스타항공,16:35,41017,16,35
대한항공,16:40,97289,16,40
제주항공,16:55,39153,16,55
티웨이항공,17:25,37628,17,25
아시아나항공,17:50,50509,17,50
에어부산,18:10,33899,18,10
티웨이항공,18:10,37628,18,10
이스타항공,18:10,37628,18,10
제주항공,18:15,42204,18,15
대한항공,18:20,97289,18,20
티웨이항공,18:25,41017,18,25
아시아나항공,18:25,50509,18,25
이스타항공,18:35,37628,18,35
아시아나항공,18:45,50509,18,45
티웨이항공,18:50,54746,18,50
대한항공,18:50,97289,18,50
아시아나항공,18:55,50509,18,55
제주항공,19:05,42204,19,5
대한항공,19:10,97289,19,10
대한항공,19:20,97289,19,20
이스타항공,19:25,44238,19,25
제주항공,19:35,54916,19,35
이스타항공,19:45,56950,19,45
대한항공,20:30,171865,20,30
