Name,depart_time,price,depart_time_hour,depart_time_minute
대한항공,09:10,167119,9,10
아시아나항공,09:20,114407,9,20
에어부산,09:40,80339,9,40
제주항공,09:45,82543,9,45
이스타항공,09:50,87628,9,50
아시아나항공,09:50,105255,9,50
티웨이항공,10:00,80848,10,0
대한항공,10:10,114916,10,10
아시아나항공,10:20,105255,10,20
제주항공,10:35,77119,10,35
대한항공,10:35,114916,10,35
제주항공,10:50,77119,10,50
티웨이항공,11:05,76611,11,5
대한항공,11:10,114916,11,10
제주항공,11:15,73051,11,15
티웨이항공,11:35,73390,11,35
이스타항공,11:35,87628,11,35
제주항공,11:40,73051,11,40
대한항공,11:40,114916,11,40
제주항공,12:05,73051,12,5
아시아나항공,12:10,93051,12,10
제주항공,12:20,73051,12,20
아시아나항공,12:35,93051,12,35
티웨이항공,12:45,73390,12,45
이스타항공,12:45,81187,12,45
대한항공,12:50,114916,12,50
이스타항공,13:00,87628,13,0
에어부산,13:10,76611,13,10
아시아나항공,13:10,96441,13,10
제주항공,13:25,78645,13,25
티웨이항공,13:30,76611,13,30
이스타항공,13:30,87628,13,30
대한항공,13:45,114916,13,45
아시아나항공,13:50,105255,13,50
아시아나항공,14:10,114407,14,10
대한항공,14:30,173560,14,30
이스타항공,14:45,90339,14,45
이스타항공,14:55,90339,14,55
티웨이항공,15:05,82543,15,5
대한항공,15:10,114916,15,10
대한항공,15:40,114916,15,40
아시아나항공,15:50,114407,15,50
아시아나항공,15:55,114407,15,55
아시아나항공,16:25,105255,16,25
대한항공,16:40,114916,16,40
아시아나항공,17:00,114407,17,0
대한항공,17:00,167119,17,0
제주항공,17:20,82543,17,20
대한항공,17:20,167119,17,20
아시아나항공,17:20,181865,17,20
아시아나항공,17:40,119323,17,40
대한항공,18:15,114916,18,15
대한항공,19:00,173560,19,0
아시아나항공,19:50,114407,19,50
에어부산,20:00,80339,20,0
아시아나항공,20:20,105255,20,20
대한항공,20:30,114916,20,30
제주항공,20:50,78645,20,50
아시아나항공,20:50,96441,20,50
대한항공,20:50,114916,20,50
아시아나항공,20:55,96441,20,55
제주항공,21:05,77119,21,5
티웨이항공,21:05,80848,21,5
대한항공,21:05,114916,21,5
제주항공,21:10,77119,21,10
아시아나항공,21:10,105255,21,10
이스타항공,21:15,87628,21,15
제주항공,21:20,74407,21,20
